"","ID","Group","c","e","N","NLL"
"23219","M5147_Bgtw4_gut.extra","Veillonellaceae",1.04413317835002,0.274256110692848,4,25.2916833761862
"21294","M5147_Bgtw4_gut","Actinomycetaceae",0.987289582188709,0.382724192335402,1,32.4898365708583
"31188","M5147_Bgtw4_gut","Atopobiaceae",0.559130814177371,0.224441945624665,4,106.048893244641
"41160","M5147_Bgtw4_gut","Bacteroidaceae",0.0782419759277753,0.0693630471010732,2,33.1439743907424
"51148","M5147_Bgtw4_gut","Bifidobacteriaceae",133.331443927575,2.51620129001274,1,4.97966706912753
"61062","M5147_Bgtw4_gut","Campylobacteraceae",5.62590440022185,5.62778328995989,1,37.0477058836128
"7989","M5147_Bgtw4_gut","Candidatus",0.0242951059399053,0.0539906381897713,1,7.83268670669611
"8773","M5147_Bgtw4_gut","Christensenellaceae",0.230115794490139,0.0991748816777678,1,20.4042115266586
"9604","M5147_Bgtw4_gut","Clostridiaceae",0.885736104230697,0.690535627632045,3,108.714475694788
"10503","M5147_Bgtw4_gut","Coriobacteriaceae",0.592030235856168,0.272815195330651,4,116.269003779308
"11408","M5147_Bgtw4_gut","Desulfovibrionaceae",0.397722410533156,0.565208354992453,2,58.0579535168336
"12366","M5147_Bgtw4_gut","Eggerthellaceae",1.33048599646349,0.422524640764108,2,62.4228227900013
"13313","M5147_Bgtw4_gut","Enterobacteriaceae",9.10593939864203,0.176952464020347,1,4.96077118721207
"14307","M5147_Bgtw4_gut","Enterococcaceae",0.119832532006413,0.643259109225244,2,86.1308117772523
"15300","M5147_Bgtw4_gut","Erysipelotrichaceae",0.760291651893244,0.343184011516787,5,158.136401592663
"16289","M5147_Bgtw4_gut","Fusobacteriaceae",0.408366745350841,1.21724790341263,2,58.6095135344205
"17283","M5147_Bgtw4_gut","Howardella",0.145580683208696,0.0557352445596718,1,18.5979221857479
"18272","M5147_Bgtw4_gut","Lachnospiraceae",0.533126886509627,0.184529131520628,12,315.233882499798
"19265","M5147_Bgtw4_gut","Lactobacillaceae",0.695403479291239,0.213350230312845,2,51.2948848876149
"20246","M5147_Bgtw4_gut","Leuconostocaceae",0.445686295610189,0.759982029367203,2,65.3773989274384
"21295","M5147_Bgtw4_gut","Methanobacteriaceae",0.241581610224454,0.186477792031869,1,24.650021631457
"22243","M5147_Bgtw4_gut","Micrococcaceae",11.2022889704538,14.1203006778284,1,37.0868439055372
"23220","M5147_Bgtw4_gut","Muribaculaceae",0.647429140080765,0.244109547569254,1,32.2511255347183
"24205","M5147_Bgtw4_gut","Pasteurellaceae",1.63201846866894,1.29506282127984,1,36.1663620286137
"25191","M5147_Bgtw4_gut","Peptoniphilaceae",37.6974548243227,89.4497485608979,1,32.815451321959
"26178","M5147_Bgtw4_gut","Peptostreptococcaceae",52.9089017522299,93.5897718970215,2,70.6379203660424
"27162","M5147_Bgtw4_gut","Prevotellaceae",0.651113300880682,0.152940147100304,2,46.5514826906872
