sample_accession	strain	collection_date	isol_growth_condt	organism	env_broad_scale	BioSampleModel	samp_store_temp	samp_collect_device	env_local_scale	host_age_days	host_subject_id	isolate	ENA-FIRST-PUBLIC	cultivar	ENA-LAST-UPDATE	samp_vol_we_dna_ext	host	geo_loc_name	ecotype	env_medium	lat_lon	DNA extraction kit	INSDC secondary accession	control identifier	WRrepeats	sex	16S rRNA gene copies per ul	tissue	Read counts following bioinformatics	sample_type	NCBI submission package	BRrepeats	Read counts from sequencer	age	biomaterial_provider	isolation_source
SAMN25694972																																				
SAMN25694971																																				
SAMN25694970																																				
SAMN25694522																																				
SAMN25694592																																				
SAMN25694590																																				
SAMN25694589																																				
SAMN25694583																																				
SAMN25694580																																				
SAMN25694578																																				
SAMN25694574																																				
SAMN25694520																																				
SAMN25694568																																				
SAMN25694519																																				
SAMN25694562																																				
SAMN25694561																																				
SAMN25694539																																				
SAMN25694537																																				
SAMN25694536																																				
SAMN25694535																																				
SAMN25694534																																				
SAMN25694533																																				
SAMN25694529																																				
SAMN25694528																																				
SAMN25694526																																				
SAMN25694523																																				
SAMN25694601																																				
SAMN25694599																																				
SAMN25694558																																				
SAMN25694555																																				
SAMN25694554																																				
SAMN25694518																																				
SAMN25694549																																				
SAMN25694546																																				
SAMN25694545																																				
SAMN25694543																																				
SAMN25820358																																				
SAMN25820355																																				
SAMN25820353																																				
SAMN25820352																																				
SAMN25820349																																				
SAMN25820295																																				
SAMN25820348																																				
SAMN25820322																																				
SAMN25820321																																				
SAMN25820314																																				
SAMN25820313																																				
SAMN25820310																																				
SAMN25820385																																				
SAMN25820384																																				
SAMN25820381																																				
SAMN25820308																																				
SAMN25820435																																				
SAMN25820432																																				
SAMN25820431																																				
SAMN25820379																																				
SAMN25820378																																				
SAMN25820377																																				
SAMN25820374																																				
SAMN25820372																																				
SAMN25820370																																				
SAMN25820421																																				
SAMN25820420																																				
SAMN25820419																																				
SAMN25820302																																				
SAMN25820417																																				
SAMN25820412																																				
SAMN25820406																																				
SAMN25820344																																				
SAMN25820343																																				
SAMN25820342																																				
SAMN25820340																																				
SAMN25820337																																				
SAMN25820333																																				
SAMN25820331																																				
SAMN25820328																																				
SAMN25820327																																				
SAMN25820403																																				
SAMN25820401																																				
SAMN25820399																																				
SAMN25820394																																				
SAMN25820392																																				
SAMN25820389																																				
SAMN25820388																																				
SAMN25820289																																				
SAMN25761946																																				
SAMN25761943																																				
SAMN25761897																																				
SAMN25761938																																				
SAMN25761929																																				
SAMN25761988																																				
SAMN25761986																																				
SAMN25761927																																				
SAMN25761926																																				
SAMN25761895																																				
SAMN25761917																																				
SAMN25761913																																				
SAMN25761894																																				
SAMN25761911																																				
SAMN25761899																																				
SAMN25761957																																				
SAMN25761953																																				
SAMN25761951																																				
SAMN25761949																																				
SAMN25762024																																				
SAMN25762023																																				
SAMN25762021																																				
SAMN25762020																																				
SAMN25762018																																				
SAMN25762017																																				
SAMN25762015																																				
SAMN25762014																																				
SAMN25761904																																				
SAMN25761982																																				
SAMN25761901																																				
SAMN25761981																																				
SAMN25761978																																				
SAMN25761975																																				
SAMN25761972																																				
SAMN25761971																																				
SAMN25761965																																				
SAMN25761909																																				
SAMN25762039																																				
SAMN25762036																																				
SAMN25762035																																				
SAMN25762033																																				
SAMN25761906																																				
SAMN25762031																																				
SAMN25762026																																				
SAMN25762006																																				
SAMN25762005																																				
SAMN25762001																																				
SAMN25761996																																				
SAMN25761993																																				
SAMN25761992																																				
SAMN25761902																																				
SAMN25820596																																				
SAMN25820594																																				
SAMN25820592																																				
SAMN25820556																																				
SAMN25820589																																				
SAMN25820586																																				
SAMN25820580																																				
SAMN25820605																																				
SAMN25820603																																				
SAMN25820601																																				
SAMN25820600																																				
SAMN25820576																																				
SAMN25820568																																				
SAMN25820563																																				
SAMN25820553																																				
SAMN25820552																																				
SAMN24247710																																				
SAMN24247637																																				
SAMN24247700																																				
SAMN24247699																																				
SAMN24247695																																				
SAMN24247694																																				
SAMN24247691																																				
SAMN24247635																																				
SAMN24247683																																				
SAMN24247680																																				
SAMN24247679																																				
SAMN24247677																																				
SAMN24247656																																				
SAMN24247655																																				
SAMN24247654																																				
SAMN24247652																																				
SAMN24247646																																				
SAMN24247764																																				
SAMN24247726																																				
SAMN24247717																																				
SAMN24247676																																				
SAMN24247675																																				
SAMN24247664																																				
SAMN24247632																																				
SAMN24247763																																				
SAMN24247642																																				
SAMN24247753																																				
SAMN24247749																																				
SAMN24247746																																				
SAMN24247745																																				
SAMN24247744																																				
SAMN24247743																																				
SAMN24247738																																				
SAMN24247739																																				
SAMN24247733																																				
SAMN24247629																																				
SAMN25079334																																				
SAMN25079253																																				
SAMN25079331																																				
SAMN25079330																																				
SAMN25079326																																				
SAMN25079324																																				
SAMN25079252																																				
SAMN25079323																																				
SAMN25079318																																				
SAMN25079262																																				
SAMN25079390																																				
SAMN25079387																																				
SAMN25079384																																				
SAMN25079258																																				
SAMN25079379																																				
SAMN25079316																																				
SAMN25079313																																				
SAMN25079311																																				
SAMN25079310																																				
SAMN25079309																																				
SAMN25079307																																				
SAMN25079305																																				
SAMN25079300																																				
SAMN25079374																																				
SAMN25079257																																				
SAMN25079372																																				
SAMN25079363																																				
SAMN25079362																																				
SAMN25079350																																				
SAMN25079348																																				
SAMN25079346																																				
SAMN25079344																																				
SAMN25174419																																				
SAMN25174418																																				
SAMN25174415																																				
SAMN25174378																																				
SAMN25174412																																				
SAMN25174411																																				
SAMN25174410																																				
SAMN25174409																																				
SAMN25174408																																				
SAMN25174406																																				
SAMN25174458																																				
SAMN25174382																																				
SAMN25174451																																				
SAMN25174448																																				
SAMN25174447																																				
SAMN25174444																																				
SAMN25174443																																				
SAMN25174505																																				
SAMN25174503																																				
SAMN25174499																																				
SAMN25174496																																				
SAMN25174441																																				
SAMN25174436																																				
SAMN25174434																																				
SAMN25174430																																				
SAMN25174429																																				
SAMN25174426																																				
SAMN25174379																																				
SAMN25174489																																				
SAMN25174483																																				
SAMN25174482																																				
SAMN25174479																																				
SAMN25174468																																				
SAMN25174467																																				
SAMN25174383																																				
SAMN25174404																																				
SAMN25174401																																				
SAMN25174400																																				
SAMN25174396																																				
SAMN25174393																																				
SAMN25174392																																				
